Listing for omni_5min data from 20240507 to 20240515
Selected parameters:
 1 SYM/H, nT

YYYY DOY HR MN    1 
2024 132  3 30  -394
2024 132  3 35  -388
2024 132  3 40  -384
2024 132  3 45  -382
2024 132  3 50  -385
2024 132  3 55  -389
2024 132  4  0  -391
2024 132  4  5  -388
2024 132  4 10  -388
2024 132  4 15  -392
2024 132  4 20  -391
2024 132  4 25  -403
2024 132  4 30  -396
2024 132  4 35  -425
2024 132  4 40  -388
2024 132  4 45  -399
2024 132  4 50  -412
2024 132  4 55  -408
2024 132  5  0  -394
2024 132  5  5  -383
2024 132  5 10  -370
2024 132  5 15  -351
2024 132  5 20  -368
2024 132  5 25  -361
2024 132  5 30  -352
2024 132  5 35  -342
2024 132  5 40  -351
2024 132  5 45  -333
2024 132  5 50  -305
2024 132  5 55  -304
2024 132  6  0  -312
2024 132  6  5  -311
2024 132  6 10  -307
2024 132  6 15  -296
2024 132  6 20  -299
2024 132  6 25  -302
2024 132  6 30  -317
2024 132  6 35  -315
2024 132  6 40  -306
2024 132  6 45  -289
2024 132  6 50  -301
2024 132  6 55  -340
2024 132  7  0  -372
2024 132  7  5  -362
2024 132  7 10  -360
2024 132  7 15  -367
2024 132  7 20  -380
2024 132  7 25  -388
2024 132  7 30  -381
2024 132  7 35  -400
2024 132  7 40  -403
2024 132  7 45  -374
2024 132  7 50  -399
2024 132  7 55  -384
2024 132  8  0  -407
2024 132  8  5  -399
2024 132  8 10  -408
2024 132  8 15  -379
2024 132  8 20  -346
2024 132  8 25  -356
2024 132  8 30  -355
2024 132  8 35  -397
2024 132  8 40  -383
2024 132  8 45  -378
2024 132  8 50  -375
2024 132  8 55  -370
2024 132  9  0  -358
2024 132  9  5  -354
2024 132  9 10  -339
2024 132  9 15  -330
2024 132  9 20  -329
2024 132  9 25  -332
2024 132  9 30  -337
2024 132  9 35  -300
2024 132  9 40  -259
2024 132  9 45  -262
2024 132  9 50  -276
2024 132  9 55  -287
2024 132 10  0  -317
2024 132 10  5  -326
2024 132 10 10  -341
2024 132 10 15  -345
2024 132 10 20  -330
2024 132 10 25  -311
2024 132 10 30  -346
2024 132 10 35  -331
2024 132 10 40  -337
2024 132 10 45  -343
2024 132 10 50  -353
2024 132 10 55  -344
2024 132 11  0  -318
2024 132 11  5  -330
2024 132 11 10  -324
2024 132 11 15  -326
2024 132 11 20  -320
2024 132 11 25  -299
2024 132 11 30  -276
2024 132 11 35  -275
2024 132 11 40  -265
2024 132 11 45  -261
2024 132 11 50  -271
2024 132 11 55  -274
2024 132 12  0  -278
2024 132 12  5  -280
2024 132 12 10  -290
2024 132 12 15  -287
2024 132 12 20  -283
2024 132 12 25  -284
2024 132 12 30  -290
2024 132 12 35  -296
2024 132 12 40  -290
2024 132 12 45  -286
2024 132 12 50  -288
2024 132 12 55  -291
2024 132 13  0  -289
2024 132 13  5  -292
2024 132 13 10  -298
2024 132 13 15  -302
2024 132 13 20  -303
2024 132 13 25  -304
2024 132 13 30  -306
2024 132 13 35  -306
2024 132 13 40  -306
2024 132 13 45  -308
2024 132 13 50  -307
2024 132 13 55  -306
2024 132 14  0  -306
2024 132 14  5  -310
2024 132 14 10  -314
2024 132 14 15  -314
2024 132 14 20  -303
2024 132 14 25  -303
2024 132 14 30  -303
2024 132 14 35  -297
2024 132 14 40  -291
2024 132 14 45  -286
2024 132 14 50  -283
2024 132 14 55  -277
2024 132 15  0  -274
2024 132 15  5  -282
2024 132 15 10  -281
2024 132 15 15  -281
2024 132 15 20  -280
2024 132 15 25  -278
2024 132 15 30  -283
2024 132 15 35  -283
2024 132 15 40  -285
2024 132 15 45  -287
2024 132 15 50  -285
2024 132 15 55  -288
2024 132 16  0  -289
2024 132 16  5  -291
2024 132 16 10  -292
2024 132 16 15  -295
2024 132 16 20  -294
2024 132 16 25  -293
2024 132 16 30  -293
2024 132 16 35  -291
2024 132 16 40  -295
2024 132 16 45  -289
2024 132 16 50  -286
2024 132 16 55  -283
2024 132 17  0  -279
2024 132 17  5  -271
2024 132 17 10  -265
2024 132 17 15  -263
2024 132 17 20  -261
2024 132 17 25  -250
2024 132 17 30  -252
2024 132 17 35  -250
2024 132 17 40  -239
2024 132 17 45  -237
2024 132 17 50  -242
2024 132 17 55  -233
2024 132 18  0  -223
2024 132 18  5  -222
2024 132 18 10  -220
2024 132 18 15  -218
2024 132 18 20  -200
2024 132 18 25  -190
2024 132 18 30  -193
2024 132 18 35  -198
2024 132 18 40  -177
2024 132 18 45  -178
2024 132 18 50  -200
2024 132 18 55  -195
2024 132 19  0  -190
2024 132 19  5  -187
2024 132 19 10  -198
2024 132 19 15  -188
2024 132 19 20  -178
2024 132 19 25  -202
2024 132 19 30  -209
2024 132 19 35  -225
2024 132 19 40  -206
2024 132 19 45  -216
2024 132 19 50  -218
2024 132 19 55  -219
2024 132 20  0  -208
2024 132 20  5  -240
2024 132 20 10  -225
2024 132 20 15  -190
2024 132 20 20  -191
2024 132 20 25  -184
2024 132 20 30  -176
2024 132 20 35  -187
2024 132 20 40  -191
2024 132 20 45  -180
2024 132 20 50  -173
2024 132 20 55  -176
2024 132 21  0  -179
2024 132 21  5  -164
2024 132 21 10  -148
2024 132 21 15  -172
2024 132 21 20  -169
2024 132 21 25  -174
2024 132 21 30  -169
2024 132 21 35  -160
2024 132 21 40  -176
2024 132 21 45  -182
2024 132 21 50  -183
2024 132 21 55  -177
2024 132 22  0  -169
2024 132 22  5  -159
2024 132 22 10  -150
2024 132 22 15  -159
2024 132 22 20  -158
2024 132 22 25  -156
2024 132 22 30  -153
2024 132 22 35  -144
2024 132 22 40  -146
2024 132 22 45  -161
2024 132 22 50  -165
2024 132 22 55  -174
2024 132 23  0  -186
2024 132 23  5  -184
2024 132 23 10  -180
2024 132 23 15  -181
2024 132 23 20  -176
2024 132 23 25  -169
2024 132 23 30  -167
2024 132 23 35  -169
2024 132 23 40  -162
2024 132 23 45  -160
2024 132 23 50  -156
2024 132 23 55  -158
2024 133  0  0  -158
2024 133  0  5  -157
2024 133  0 10  -153
2024 133  0 15  -153
2024 133  0 20  -153
2024 133  0 25  -153
2024 133  0 30  -153
2024 133  0 35  -151
2024 133  0 40  -152
2024 133  0 45  -152
2024 133  0 50  -146
2024 133  0 55  -147
2024 133  1  0  -145
2024 133  1  5  -143
2024 133  1 10  -143
2024 133  1 15  -144
2024 133  1 20  -145
2024 133  1 25  -147
2024 133  1 30  -135
2024 133  1 35  -140
2024 133  1 40  -147
2024 133  1 45  -153
2024 133  1 50  -155
2024 133  1 55  -142
2024 133  2  0  -132
2024 133  2  5  -135
2024 133  2 10  -132
2024 133  2 15  -139
2024 133  2 20  -142
2024 133  2 25  -137
2024 133  2 30  -136
2024 133  2 35  -132
2024 133  2 40  -125
2024 133  2 45  -126
2024 133  2 50  -120
2024 133  2 55  -128
2024 133  3  0  -166
2024 133  3  5  -151
2024 133  3 10  -151
2024 133  3 15  -153
2024 133  3 20  -148
2024 133  3 25  -140
2024 133  3 30  -132
2024 133  3 35  -131
2024 133  3 40  -118
2024 133  3 45  -122
2024 133  3 50  -119
2024 133  3 55  -111
2024 133  4  0  -105
2024 133  4  5  -109
2024 133  4 10  -125
2024 133  4 15  -135
2024 133  4 20  -143
2024 133  4 25  -149
2024 133  4 30  -140
2024 133  4 35  -144
2024 133  4 40  -140
2024 133  4 45  -137
2024 133  4 50  -142
2024 133  4 55  -155
2024 133  5  0  -158
2024 133  5  5  -155
2024 133  5 10  -158
2024 133  5 15  -157
2024 133  5 20  -156
2024 133  5 25  -156
2024 133  5 30  -154
2024 133  5 35  -156
2024 133  5 40  -151
2024 133  5 45  -145
2024 133  5 50  -144
2024 133  5 55  -144
2024 133  6  0  -142
2024 133  6  5  -139
2024 133  6 10  -139
2024 133  6 15  -138
2024 133  6 20  -138
2024 133  6 25  -137
2024 133  6 30  -137
2024 133  6 35  -137
2024 133  6 40  -137
2024 133  6 45  -138
2024 133  6 50  -137
2024 133  6 55  -137
2024 133  7  0  -138
2024 133  7  5  -137
2024 133  7 10  -136
2024 133  7 15  -135
2024 133  7 20  -133
2024 133  7 25  -135
2024 133  7 30  -136
2024 133  7 35  -137
2024 133  7 40  -139
2024 133  7 45  -140
2024 133  7 50  -144
2024 133  7 55  -142
2024 133  8  0  -140
2024 133  8  5  -139
2024 133  8 10  -138
2024 133  8 15  -140
2024 133  8 20  -139
2024 133  8 25  -137
2024 133  8 30  -136
2024 133  8 35  -134
2024 133  8 40  -135
2024 133  8 45  -134
2024 133  8 50  -134
2024 133  8 55  -133
2024 133  9  0  -133
2024 133  9  5  -132
2024 133  9 10  -130
2024 133  9 15  -117
2024 133  9 20  -102
2024 133  9 25  -112
2024 133  9 30  -115
2024 133  9 35  -115
2024 133  9 40  -115
2024 133  9 45  -115
2024 133  9 50  -116
2024 133  9 55  -113
2024 133 10  0  -107
2024 133 10  5  -104
2024 133 10 10  -104
2024 133 10 15  -104
2024 133 10 20  -105
2024 133 10 25  -109
2024 133 10 30  -105
2024 133 10 35  -103
2024 133 10 40  -108
2024 133 10 45  -114
2024 133 10 50  -120
2024 133 10 55  -121
2024 133 11  0  -120
2024 133 11  5  -118
2024 133 11 10  -117
2024 133 11 15  -117
2024 133 11 20  -115
2024 133 11 25  -112
2024 133 11 30  -108
2024 133 11 35  -110
2024 133 11 40  -113
2024 133 11 45  -114
2024 133 11 50  -114
2024 133 11 55  -114
2024 133 12  0  -114
2024 133 12  5  -112
2024 133 12 10  -111
2024 133 12 15  -112
2024 133 12 20  -113
2024 133 12 25  -110
2024 133 12 30  -109
2024 133 12 35  -110
2024 133 12 40  -111
2024 133 12 45  -111
2024 133 12 50  -110
2024 133 12 55  -109
2024 133 13  0  -109
2024 133 13  5  -108
2024 133 13 10  -108
2024 133 13 15  -107
2024 133 13 20  -107
2024 133 13 25  -105
2024 133 13 30  -106
2024 133 13 35  -107
2024 133 13 40  -107
2024 133 13 45  -108
2024 133 13 50  -108
2024 133 13 55  -108
2024 133 14  0  -109
2024 133 14  5  -109
2024 133 14 10  -109
2024 133 14 15  -109
2024 133 14 20  -109
2024 133 14 25  -110
2024 133 14 30  -110
2024 133 14 35  -109
2024 133 14 40  -108
2024 133 14 45  -108
2024 133 14 50  -107
2024 133 14 55  -106
2024 133 15  0  -107
2024 133 15  5  -107
2024 133 15 10  -107
2024 133 15 15  -106
2024 133 15 20  -106
2024 133 15 25  -106
2024 133 15 30  -105
2024 133 15 35  -107
2024 133 15 40  -108
2024 133 15 45  -107
2024 133 15 50  -106
2024 133 15 55  -106
2024 133 16  0  -107
2024 133 16  5  -106
2024 133 16 10  -106
2024 133 16 15  -106
2024 133 16 20  -108
2024 133 16 25  -107
2024 133 16 30  -107
2024 133 16 35  -106
2024 133 16 40  -105
2024 133 16 45  -105
2024 133 16 50  -104
2024 133 16 55  -104
2024 133 17  0  -103
2024 133 17  5  -103
2024 133 17 10  -102
2024 133 17 15  -101
2024 133 17 20  -101
2024 133 17 25  -100
2024 133 17 30  -100
2024 133 17 35   -99
2024 133 17 40   -99
2024 133 17 45   -99
2024 133 17 50   -99
2024 133 17 55   -99
2024 133 18  0   -99
2024 133 18  5   -98
2024 133 18 10   -97
2024 133 18 15   -95
2024 133 18 20   -95
2024 133 18 25   -95
2024 133 18 30   -93
2024 133 18 35   -92
2024 133 18 40   -93
2024 133 18 45   -92
2024 133 18 50   -91
2024 133 18 55   -91
2024 133 19  0   -90
2024 133 19  5   -92
2024 133 19 10   -92
2024 133 19 15   -91
2024 133 19 20   -92
2024 133 19 25   -92
2024 133 19 30   -90
2024 133 19 35   -90
2024 133 19 40   -90
2024 133 19 45   -90
2024 133 19 50   -88
2024 133 19 55   -89
2024 133 20  0   -86
2024 133 20  5   -85
2024 133 20 10   -85
2024 133 20 15   -84
2024 133 20 20   -83
2024 133 20 25   -83
2024 133 20 30   -80
2024 133 20 35   -78
2024 133 20 40   -78
2024 133 20 45   -78
2024 133 20 50   -76
2024 133 20 55   -75
2024 133 21  0   -74
2024 133 21  5   -78
2024 133 21 10   -76
2024 133 21 15   -77
2024 133 21 20   -79
2024 133 21 25   -80
2024 133 21 30   -78
2024 133 21 35   -77
2024 133 21 40   -77
2024 133 21 45   -75
2024 133 21 50   -70
2024 133 21 55   -74
2024 133 22  0   -78
2024 133 22  5   -76
2024 133 22 10   -69
2024 133 22 15   -74
2024 133 22 20   -69
2024 133 22 25   -67
2024 133 22 30   -94
2024 133 22 35   -86
2024 133 22 40   -98
2024 133 22 45  -103
2024 133 22 50  -104
2024 133 22 55   -99
2024 133 23  0  -100
2024 133 23  5   -96
2024 133 23 10   -96
2024 133 23 15   -85
2024 133 23 20   -82
2024 133 23 25   -86
2024 133 23 30   -82
2024 133 23 35   -79
2024 133 23 40   -78
2024 133 23 45   -78
2024 133 23 50   -78
2024 133 23 55   -81
2024 134  0  0   -82
2024 134  0  5   -83
2024 134  0 10   -83
2024 134  0 15   -82
2024 134  0 20   -80
2024 134  0 25   -78
2024 134  0 30   -78
2024 134  0 35   -75
2024 134  0 40   -73
2024 134  0 45   -72
2024 134  0 50   -72
2024 134  0 55   -74
2024 134  1  0   -75
2024 134  1  5   -75
2024 134  1 10   -75
2024 134  1 15   -74
2024 134  1 20   -75
2024 134  1 25   -74
2024 134  1 30   -78
2024 134  1 35   -80
2024 134  1 40   -84
2024 134  1 45   -88
2024 134  1 50   -92
2024 134  1 55   -91
2024 134  2  0   -90
2024 134  2  5   -90
2024 134  2 10   -89
2024 134  2 15   -87
2024 134  2 20   -88
2024 134  2 25   -87
2024 134  2 30   -89
2024 134  2 35   -91
2024 134  2 40   -91
2024 134  2 45   -90
2024 134  2 50   -87
2024 134  2 55   -83
2024 134  3  0   -84
2024 134  3  5   -84
2024 134  3 10   -82
2024 134  3 15   -81
2024 134  3 20   -89
2024 134  3 25   -98
2024 134  3 30   -94
2024 134  3 35   -93
2024 134  3 40   -94
2024 134  3 45   -94
2024 134  3 50   -95
2024 134  3 55   -98
2024 134  4  0   -99
2024 134  4  5  -101
2024 134  4 10  -104
2024 134  4 15  -105
2024 134  4 20  -104
2024 134  4 25  -103
2024 134  4 30  -103
2024 134  4 35  -104
2024 134  4 40  -104
2024 134  4 45  -103
2024 134  4 50  -101
2024 134  4 55   -99
2024 134  5  0   -97
2024 134  5  5   -96
2024 134  5 10   -95
2024 134  5 15   -93
2024 134  5 20   -93
2024 134  5 25   -95
2024 134  5 30   -93
2024 134  5 35   -92
2024 134  5 40   -93
2024 134  5 45   -94
2024 134  5 50   -95
2024 134  5 55   -95
2024 134  6  0   -94
2024 134  6  5   -93
2024 134  6 10   -92
2024 134  6 15   -92
2024 134  6 20   -92
2024 134  6 25   -91
2024 134  6 30   -91
2024 134  6 35   -91
2024 134  6 40   -90
2024 134  6 45   -89
2024 134  6 50   -88
2024 134  6 55   -85
2024 134  7  0   -80
2024 134  7  5   -74
2024 134  7 10   -70
2024 134  7 15   -65
2024 134  7 20   -66
2024 134  7 25   -64
2024 134  7 30   -65
2024 134  7 35   -68
2024 134  7 40   -72
2024 134  7 45   -75
2024 134  7 50   -76
2024 134  7 55   -72
2024 134  8  0   -73
2024 134  8  5   -75
2024 134  8 10   -70
2024 134  8 15   -65
2024 134  8 20   -62
2024 134  8 25   -67
2024 134  8 30   -65
2024 134  8 35   -65
2024 134  8 40   -69
2024 134  8 45   -70
2024 134  8 50   -67
2024 134  8 55   -65
2024 134  9  0   -67
2024 134  9  5   -71
2024 134  9 10   -71
2024 134  9 15   -71
2024 134  9 20   -72
2024 134  9 25   -72
2024 134  9 30   -69
2024 134  9 35   -65
2024 134  9 40   -61
2024 134  9 45   -58
2024 134  9 50   -52
2024 134  9 55   -48
2024 134 10  0   -48
2024 134 10  5   -58
2024 134 10 10   -64
2024 134 10 15   -64
2024 134 10 20   -63
2024 134 10 25   -66
2024 134 10 30   -65
2024 134 10 35   -67
2024 134 10 40   -68
2024 134 10 45   -67
2024 134 10 50   -66
2024 134 10 55   -65
2024 134 11  0   -64
2024 134 11  5   -64
2024 134 11 10   -64
2024 134 11 15   -64
2024 134 11 20   -64
2024 134 11 25   -64
2024 134 11 30   -63
2024 134 11 35   -64
2024 134 11 40   -65
2024 134 11 45   -67
2024 134 11 50   -66
2024 134 11 55   -66
2024 134 12  0   -66
2024 134 12  5   -65
2024 134 12 10   -65
2024 134 12 15   -66
2024 134 12 20   -68
2024 134 12 25   -62
2024 134 12 30   -60
2024 134 12 35   -58
2024 134 12 40   -60
2024 134 12 45   -59
2024 134 12 50   -65
2024 134 12 55   -67
2024 134 13  0   -68
2024 134 13  5   -68
2024 134 13 10   -67
2024 134 13 15   -67
2024 134 13 20   -68
2024 134 13 25   -68
2024 134 13 30   -69
2024 134 13 35   -69
2024 134 13 40   -69
2024 134 13 45   -68
2024 134 13 50   -67
2024 134 13 55   -67
2024 134 14  0   -67
2024 134 14  5   -67
2024 134 14 10   -66
2024 134 14 15   -65
2024 134 14 20   -65
2024 134 14 25   -64
2024 134 14 30   -62
2024 134 14 35   -60
2024 134 14 40   -65
2024 134 14 45   -65
2024 134 14 50   -65
2024 134 14 55   -64
2024 134 15  0   -62
2024 134 15  5   -64
2024 134 15 10   -59
2024 134 15 15   -60
2024 134 15 20   -60
2024 134 15 25   -60
2024 134 15 30   -60
2024 134 15 35   -59
2024 134 15 40   -61
2024 134 15 45   -62
2024 134 15 50   -62
2024 134 15 55   -67
2024 134 16  0   -65
2024 134 16  5   -64
2024 134 16 10   -65
2024 134 16 15   -69
2024 134 16 20   -67
2024 134 16 25   -65
2024 134 16 30   -64
2024 134 16 35   -65
2024 134 16 40   -64
2024 134 16 45   -66
2024 134 16 50   -67
2024 134 16 55   -68
2024 134 17  0   -68
2024 134 17  5   -67
2024 134 17 10   -68
2024 134 17 15   -70
2024 134 17 20   -70
2024 134 17 25   -70
2024 134 17 30   -69
2024 134 17 35   -71
2024 134 17 40   -71
2024 134 17 45   -70
2024 134 17 50   -71
2024 134 17 55   -72
2024 134 18  0   -71
2024 134 18  5   -71
2024 134 18 10   -69
2024 134 18 15   -68
2024 134 18 20   -69
2024 134 18 25   -70
2024 134 18 30   -71
2024 134 18 35   -72
2024 134 18 40   -71
2024 134 18 45   -72
2024 134 18 50   -71
2024 134 18 55   -69
2024 134 19  0   -68
2024 134 19  5   -66
2024 134 19 10   -64
2024 134 19 15   -62
2024 134 19 20   -64
2024 134 19 25   -62
2024 134 19 30   -62
2024 134 19 35   -60
2024 134 19 40   -58
2024 134 19 45   -57
2024 134 19 50   -57
2024 134 19 55   -57
2024 134 20  0   -58
2024 134 20  5   -59
2024 134 20 10   -57
2024 134 20 15   -57
2024 134 20 20   -56
2024 134 20 25   -56
2024 134 20 30   -55
2024 134 20 35   -55
2024 134 20 40   -55
2024 134 20 45   -54
2024 134 20 50   -54
2024 134 20 55   -52
2024 134 21  0   -52
2024 134 21  5   -52
2024 134 21 10   -51
2024 134 21 15   -50
2024 134 21 20   -49
2024 134 21 25   -49
2024 134 21 30   -48
2024 134 21 35   -48
2024 134 21 40   -48
2024 134 21 45   -47
2024 134 21 50   -45
2024 134 21 55   -44
2024 134 22  0   -43
2024 134 22  5   -43
2024 134 22 10   -45
2024 134 22 15   -45
2024 134 22 20   -47
2024 134 22 25   -47
2024 134 22 30   -49
2024 134 22 35   -48
2024 134 22 40   -48
2024 134 22 45   -49
2024 134 22 50   -48
2024 134 22 55   -48
2024 134 23  0   -49
2024 134 23  5   -50
2024 134 23 10   -52
2024 134 23 15   -53
2024 134 23 20   -53
2024 134 23 25   -50
2024 134 23 30   -52
2024 134 23 35   -44
2024 134 23 40   -44
2024 134 23 45   -47
2024 134 23 50   -46
2024 134 23 55   -47
2024 135  0  0   -47
2024 135  0  5   -49
2024 135  0 10   -50
2024 135  0 15   -50
2024 135  0 20   -50
2024 135  0 25   -51
2024 135  0 30   -52
2024 135  0 35   -53
2024 135  0 40   -54
2024 135  0 45   -54
2024 135  0 50   -54
2024 135  0 55   -54
2024 135  1  0   -55
2024 135  1  5   -55
2024 135  1 10   -54
2024 135  1 15   -53
2024 135  1 20   -52
2024 135  1 25   -55
2024 135  1 30   -56
2024 135  1 35   -54
2024 135  1 40   -55
2024 135  1 45   -56
2024 135  1 50   -56
2024 135  1 55   -55
2024 135  2  0   -55
2024 135  2  5   -54
2024 135  2 10   -53
2024 135  2 15   -53
2024 135  2 20   -54
2024 135  2 25   -54
2024 135  2 30   -55
2024 135  2 35   -54
2024 135  2 40   -55
2024 135  2 45   -55
2024 135  2 50   -55
2024 135  2 55   -56
2024 135  3  0   -58
2024 135  3  5   -57
2024 135  3 10   -57
2024 135  3 15   -57
2024 135  3 20   -55
2024 135  3 25   -55
2024 135  3 30   -54
2024 135  3 35   -55
2024 135  3 40   -56
2024 135  3 45   -57
2024 135  3 50   -57
2024 135  3 55   -57
2024 135  4  0   -56
2024 135  4  5   -55
2024 135  4 10   -55
2024 135  4 15   -55
2024 135  4 20   -55
2024 135  4 25   -54
2024 135  4 30   -54
2024 135  4 35   -54
2024 135  4 40   -55
2024 135  4 45   -55
2024 135  4 50   -56
2024 135  4 55   -55
2024 135  5  0   -52
2024 135  5  5   -52
2024 135  5 10   -52
2024 135  5 15   -51
2024 135  5 20   -53
2024 135  5 25   -52
2024 135  5 30   -52
2024 135  5 35   -54
2024 135  5 40   -55
2024 135  5 45   -56
2024 135  5 50   -56
2024 135  5 55   -53
2024 135  6  0   -53
2024 135  6  5   -53
2024 135  6 10   -52
2024 135  6 15   -53
2024 135  6 20   -54
2024 135  6 25   -54
2024 135  6 30   -55
2024 135  6 35   -55
2024 135  6 40   -56
2024 135  6 45   -58
2024 135  6 50   -58
2024 135  6 55   -60
2024 135  7  0   -59
2024 135  7  5   -56
2024 135  7 10   -55
2024 135  7 15   -55
2024 135  7 20   -57
2024 135  7 25   -57
2024 135  7 30   -57
2024 135  7 35   -55
2024 135  7 40   -55
2024 135  7 45   -57
2024 135  7 50   -57
2024 135  7 55   -57
2024 135  8  0   -57
2024 135  8  5   -57
2024 135  8 10   -57
2024 135  8 15   -58
2024 135  8 20   -57
2024 135  8 25   -59
2024 135  8 30   -60
2024 135  8 35   -59
2024 135  8 40   -58
2024 135  8 45   -58
2024 135  8 50   -58
2024 135  8 55   -59
2024 135  9  0   -59
2024 135  9  5   -59
2024 135  9 10   -59
2024 135  9 15   -59
2024 135  9 20   -60
2024 135  9 25   -62
2024 135  9 30   -62
2024 135  9 35   -60
2024 135  9 40   -58
2024 135  9 45   -58
2024 135  9 50   -59
2024 135  9 55   -60
2024 135 10  0   -60
2024 135 10  5   -60
2024 135 10 10   -59
2024 135 10 15   -59
2024 135 10 20   -59
2024 135 10 25   -59
2024 135 10 30   -59
2024 135 10 35   -59
2024 135 10 40   -59
2024 135 10 45   -59
2024 135 10 50   -58
2024 135 10 55   -56
2024 135 11  0   -55
2024 135 11  5   -56
2024 135 11 10   -56
2024 135 11 15   -57
2024 135 11 20   -59
2024 135 11 25   -60
2024 135 11 30   -60
2024 135 11 35   -61
2024 135 11 40   -63
2024 135 11 45   -63
2024 135 11 50   -63
2024 135 11 55   -63
2024 135 12  0   -62
2024 135 12  5   -63
2024 135 12 10   -62
2024 135 12 15   -62
2024 135 12 20   -62
2024 135 12 25   -61
2024 135 12 30   -61
2024 135 12 35   -61
2024 135 12 40   -61
2024 135 12 45   -61
2024 135 12 50   -60
2024 135 12 55   -61
2024 135 13  0   -61
2024 135 13  5   -61
2024 135 13 10   -59
2024 135 13 15   -59
2024 135 13 20   -59
2024 135 13 25   -58
2024 135 13 30   -58
2024 135 13 35   -58
2024 135 13 40   -58
2024 135 13 45   -58
2024 135 13 50   -58
2024 135 13 55   -59
2024 135 14  0   -58
2024 135 14  5   -58
2024 135 14 10   -57
2024 135 14 15   -58
2024 135 14 20   -58
2024 135 14 25   -58
2024 135 14 30   -57
2024 135 14 35   -57
2024 135 14 40   -57
2024 135 14 45   -57
2024 135 14 50   -56
2024 135 14 55   -56
2024 135 15  0   -55
2024 135 15  5   -55
2024 135 15 10   -54
2024 135 15 15   -54
2024 135 15 20   -54
2024 135 15 25   -55
2024 135 15 30   -55
2024 135 15 35   -54
2024 135 15 40   -53
2024 135 15 45   -53
2024 135 15 50   -52
2024 135 15 55   -52
2024 135 16  0   -50
2024 135 16  5   -49
2024 135 16 10   -49
2024 135 16 15   -49
2024 135 16 20   -50
2024 135 16 25   -49
2024 135 16 30   -51
2024 135 16 35   -51
2024 135 16 40   -51
2024 135 16 45   -51
2024 135 16 50   -53
2024 135 16 55   -53
2024 135 17  0   -52
2024 135 17  5   -51
2024 135 17 10   -51
2024 135 17 15   -50
2024 135 17 20   -50
2024 135 17 25   -50
2024 135 17 30   -50
2024 135 17 35   -50
2024 135 17 40   -49
2024 135 17 45   -49
2024 135 17 50   -48
2024 135 17 55   -49
2024 135 18  0   -48
2024 135 18  5   -49
2024 135 18 10   -50
2024 135 18 15   -50
2024 135 18 20   -50
2024 135 18 25   -50
2024 135 18 30   -51
2024 135 18 35   -51
2024 135 18 40   -50
2024 135 18 45   -51
2024 135 18 50   -50
2024 135 18 55   -47
2024 135 19  0   -46
2024 135 19  5   -47
2024 135 19 10   -47
2024 135 19 15   -49
2024 135 19 20   -48
2024 135 19 25   -48
2024 135 19 30   -46
2024 135 19 35   -46
2024 135 19 40   -48
2024 135 19 45   -47
2024 135 19 50   -46
2024 135 19 55   -45
2024 135 20  0   -45
2024 135 20  5   -45
2024 135 20 10   -45
2024 135 20 15   -44
2024 135 20 20   -44
2024 135 20 25   -43
2024 135 20 30   -43
2024 135 20 35   -43
2024 135 20 40   -43
2024 135 20 45   -43
2024 135 20 50   -43
2024 135 20 55   -42
2024 135 21  0   -42
2024 135 21  5   -43
2024 135 21 10   -43
2024 135 21 15   -41
2024 135 21 20   -42
2024 135 21 25   -42
2024 135 21 30   -42
2024 135 21 35   -43
2024 135 21 40   -43
2024 135 21 45   -43
2024 135 21 50   -43
2024 135 21 55   -43
2024 135 22  0   -42
2024 135 22  5   -43
2024 135 22 10   -43
2024 135 22 15   -43
2024 135 22 20   -43
2024 135 22 25   -43
2024 135 22 30   -44
2024 135 22 35   -44
2024 135 22 40   -44
2024 135 22 45   -45
2024 135 22 50   -45
2024 135 22 55   -46
2024 135 23  0   -46
2024 135 23  5   -46
2024 135 23 10   -46
2024 135 23 15   -47
2024 135 23 20   -47
2024 135 23 25   -48
2024 135 23 30   -48
2024 135 23 35   -49
2024 135 23 40   -49
2024 135 23 45   -49
2024 135 23 50   -49
2024 135 23 55   -49
2024 136  0  0   -48
2024 136  0  5   -47
2024 136  0 10   -48
2024 136  0 15   -49
2024 136  0 20   -49
2024 136  0 25   -50
2024 136  0 30   -50
2024 136  0 35   -50
2024 136  0 40   -50
2024 136  0 45   -50
2024 136  0 50   -50
2024 136  0 55   -50
2024 136  1  0   -51
2024 136  1  5   -51
2024 136  1 10   -51
2024 136  1 15   -51
2024 136  1 20   -51
2024 136  1 25   -51
2024 136  1 30   -51
2024 136  1 35   -50
2024 136  1 40   -50
2024 136  1 45   -50
2024 136  1 50   -50
2024 136  1 55   -50
2024 136  2  0   -49
2024 136  2  5   -50
2024 136  2 10   -50
2024 136  2 15   -50
2024 136  2 20   -50
2024 136  2 25   -49
2024 136  2 30   -49
2024 136  2 35   -49
2024 136  2 40   -49
2024 136  2 45   -49
2024 136  2 50   -49
2024 136  2 55   -49
2024 136  3  0   -48
2024 136  3  5   -48
2024 136  3 10   -48
2024 136  3 15   -48
2024 136  3 20   -47
2024 136  3 25   -47
2024 136  3 30   -47
2024 136  3 35   -47
2024 136  3 40   -47
2024 136  3 45   -46
2024 136  3 50   -45
2024 136  3 55   -45
2024 136  4  0   -45
2024 136  4  5   -44
2024 136  4 10   -43
